step,action,action_id,bid_t,ask_t,bid_t1,ask_t1,model_bid,model_ask,n_working_bids,n_working_asks,trade_px_t1,trade_aggr_t1,trade_size_t1,trade_filled_buy_qty,trade_filled_sell_qty,inventory,cash,pnl,mtm_t1,delta_mtm,damp_mtm,realized_this_step,inv_penalty,inv_reduction_reward,near_miss_bonus,no_quote_inventory_penalty,no_quote_streak_penalty,no_quote_streak,normalized_reward,reward
20,NO_QUOTE,3,36.12,36.15,36.13,36.15,36.12,36.14,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
21,NO_QUOTE,3,36.13,36.15,36.13,36.16,36.13,36.15,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
22,QUOTE_BOTH,2,36.13,36.16,36.13,36.16,36.13,36.15,0,1,36.13,ASK,300.0,100,0,100,96387.0,0.0,100000.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
23,QUOTE_ASK,1,36.13,36.16,36.12,36.14,36.13,36.15,0,1,,,,0,0,100,96387.0,-1.0,99999.0,-1.0,-0.005,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.2
24,QUOTE_ASK,1,36.12,36.14,36.11,36.14,36.11,36.13,0,1,,,,0,0,100,96387.0,-2.0,99998.0,-1.0,-0.005,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.2
25,QUOTE_ASK,1,36.11,36.14,36.11,36.12,36.11,36.13,0,1,,,,0,0,100,96387.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
26,QUOTE_BID,0,36.11,36.12,36.11,36.12,36.1,36.12,1,0,36.11,ASK,400.0,0,0,100,96387.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,-0.2
27,QUOTE_ASK,1,36.11,36.12,36.11,36.12,36.1,36.12,0,1,36.11,ASK,100.0,0,0,100,96387.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
28,QUOTE_ASK,1,36.11,36.12,36.1,36.12,36.1,36.12,0,1,,,,0,0,100,96387.0,-3.0,99997.0,-1.0,-0.005,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.2
29,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,100.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
30,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,200.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
31,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,5000.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
32,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,2000.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
33,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,1000.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
34,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,3500.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
35,QUOTE_ASK,1,36.1,36.12,36.1,36.12,36.1,36.12,0,1,36.1,ASK,400.0,0,0,100,96387.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
36,NO_QUOTE,3,36.1,36.12,36.09,36.12,36.1,36.12,0,0,,,,0,0,100,96387.0,-4.0,99996.0,-1.0,-0.005,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.26
37,QUOTE_ASK,1,36.09,36.12,36.09,36.12,36.09,36.11,0,1,36.09,ASK,100.0,0,0,100,96387.0,-4.0,99996.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
38,QUOTE_ASK,1,36.09,36.12,36.09,36.12,36.09,36.11,0,1,36.09,ASK,300.0,0,0,100,96387.0,-4.0,99996.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
39,QUOTE_ASK,1,36.09,36.12,36.1,36.11,36.09,36.11,0,1,,,,0,0,100,96387.0,-3.0,99997.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
40,QUOTE_ASK,1,36.1,36.11,36.09,36.11,36.09,36.11,0,1,,,,0,0,100,96387.0,-4.0,99996.0,-1.0,-0.005,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.2
41,QUOTE_ASK,1,36.09,36.11,36.09,36.11,36.09,36.11,0,0,36.11,BID,200.0,0,100,0,99998.0,-2.0,99998.0,2.0,0.008,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.012
42,QUOTE_BOTH,2,36.09,36.11,36.09,36.11,36.09,36.11,1,1,36.12,BID,100.0,0,0,0,99998.0,-2.0,99998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
43,QUOTE_ASK,1,36.09,36.11,36.09,36.11,36.09,36.11,0,0,36.11,BID,100.0,0,100,-100,103609.0,-2.0,99998.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
44,QUOTE_BID,0,36.09,36.11,36.08,36.11,36.09,36.11,1,0,,,,0,0,-100,103609.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
45,QUOTE_BID,0,36.08,36.11,36.08,36.11,36.08,36.1,1,0,36.1,ASK,900.0,0,0,-100,103609.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
46,QUOTE_BID,0,36.08,36.11,36.08,36.11,36.08,36.1,1,0,36.1,ASK,300.0,0,0,-100,103609.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
47,QUOTE_BID,0,36.08,36.11,36.09,36.1,36.08,36.1,1,0,,,,0,0,-100,103609.0,-1.0,99999.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
48,NO_QUOTE,3,36.09,36.1,36.08,36.1,36.08,36.1,0,0,,,,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
49,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.1,BID,1400.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
50,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.1,BID,400.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
51,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.1,BID,200.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
52,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.1,BID,1900.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
53,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.09,ASK,200.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
54,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.09,ASK,2300.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
55,QUOTE_BID,0,36.08,36.1,36.08,36.1,36.08,36.1,1,0,36.09,ASK,2100.0,0,0,-100,103609.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
56,QUOTE_BID,0,36.08,36.1,36.08,36.09,36.08,36.1,1,0,,,,0,0,-100,103609.0,0.0,100000.0,1.0,0.004,0.0,0.2,0.005,0.01,0.0,0.0,0,0.0,-0.181
57,QUOTE_BID,0,36.08,36.09,36.08,36.09,36.07,36.09,1,0,36.08,ASK,100.0,0,0,-100,103609.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
58,QUOTE_BID,0,36.08,36.09,36.08,36.09,36.07,36.09,1,0,36.08,ASK,300.0,0,0,-100,103609.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
59,QUOTE_BID,0,36.08,36.09,36.08,36.09,36.07,36.09,0,0,36.07,ASK,900.0,100,0,0,100002.0,2.0,100002.0,2.0,0.008,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.012
60,NO_QUOTE,3,36.08,36.09,36.07,36.09,36.07,36.09,0,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
61,QUOTE_BID,0,36.07,36.09,36.07,36.09,36.07,36.09,0,0,36.07,ASK,100.0,100,0,100,96395.0,2.0,100002.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
62,QUOTE_ASK,1,36.07,36.09,36.07,36.09,36.07,36.09,0,0,36.09,BID,100.0,0,100,0,100004.0,4.0,100004.0,2.0,0.008,5.0,0.0,0.005,0.0,0.0,0.0,0,0.024,5.013
63,QUOTE_BID,0,36.07,36.09,36.07,36.09,36.07,36.09,1,0,36.09,BID,2400.0,0,0,0,100004.0,4.0,100004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
64,QUOTE_BID,0,36.07,36.09,36.07,36.09,36.07,36.09,1,0,36.09,BID,300.0,0,0,0,100004.0,4.0,100004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
65,QUOTE_ASK,1,36.07,36.09,36.07,36.09,36.07,36.09,0,0,36.09,BID,200.0,0,100,-100,103613.0,4.0,100004.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0,0.023,4.8
66,QUOTE_BID,0,36.07,36.09,36.07,36.1,36.07,36.09,1,0,,,,0,0,-100,103613.0,3.0,100003.0,-1.0,-0.005,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.2
67,NO_QUOTE,3,36.07,36.1,36.07,36.1,36.07,36.09,0,0,36.12,BID,29900.0,0,0,-100,103613.0,3.0,100003.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
68,QUOTE_BID,0,36.07,36.1,36.07,36.1,36.07,36.09,1,0,36.12,BID,300.0,0,0,-100,103613.0,3.0,100003.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
69,QUOTE_BID,0,36.07,36.1,36.12,36.13,36.07,36.09,1,0,,,,0,0,-100,103613.0,0.0,100000.0,-3.0,-0.015,0.0,0.2,0.005,0.0,0.0,0.0,0,-0.001,-0.21
70,QUOTE_BID,0,36.12,36.13,36.11,36.13,36.11,36.13,1,0,,,,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
71,NO_QUOTE,3,36.11,36.13,36.11,36.13,36.11,36.13,0,0,36.13,BID,400.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
72,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.13,BID,200.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
73,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.13,BID,800.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
74,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.13,BID,100.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
75,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.12,ASK,900.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
76,NO_QUOTE,3,36.11,36.13,36.11,36.13,36.11,36.13,0,0,36.09,ASK,5000.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
77,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.11,BID,700.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
78,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.09,ASK,12000.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
79,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.09,ASK,4500.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
80,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.09,ASK,73200.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
81,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.09,BID,500.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
82,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.1,BID,700.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
83,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.1,BID,300.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
84,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.1,BID,100.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
85,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.08,ASK,400.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
86,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.09,BID,1300.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
87,NO_QUOTE,3,36.11,36.13,36.11,36.13,36.11,36.13,0,0,36.11,BID,1100.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
88,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.11,BID,600.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
89,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.11,BID,300.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
90,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.11,BID,1500.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
91,QUOTE_BID,0,36.11,36.13,36.11,36.13,36.11,36.13,1,0,36.11,BID,500.0,0,0,-100,103613.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
92,QUOTE_BID,0,36.11,36.13,36.08,36.12,36.11,36.13,1,0,,,,0,0,-100,103613.0,1.0,100001.0,1.0,0.004,0.0,0.2,0.005,0.01,0.0,0.0,0,0.0,-0.181
93,QUOTE_BID,0,36.08,36.12,36.08,36.12,36.08,36.1,1,0,36.1,ASK,600.0,0,0,-100,103613.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
94,QUOTE_BID,0,36.08,36.12,36.08,36.12,36.08,36.1,1,0,36.09,ASK,700.0,0,0,-100,103613.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
95,NO_QUOTE,3,36.08,36.12,36.08,36.12,36.08,36.1,0,0,36.09,ASK,600.0,0,0,-100,103613.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
96,QUOTE_BID,0,36.08,36.12,36.08,36.12,36.08,36.1,0,0,36.08,ASK,700.0,100,0,0,100005.0,5.0,100005.0,4.0,0.016,5.0,0.0,0.005,0.0,0.0,0.0,0,0.024,5.021
97,NO_QUOTE,3,36.08,36.12,36.08,36.12,36.08,36.1,0,0,36.08,ASK,600.0,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
98,NO_QUOTE,3,36.08,36.12,36.08,36.12,36.08,36.1,0,0,36.07,ASK,500.0,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
99,NO_QUOTE,3,36.08,36.12,36.08,36.12,36.08,36.1,0,0,36.07,ASK,300.0,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3,0.0,-0.15
100,NO_QUOTE,3,36.08,36.12,36.08,36.12,36.08,36.1,0,0,36.07,ASK,800.0,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4,0.0,-0.2
101,NO_QUOTE,3,36.08,36.12,36.06,36.12,36.08,36.1,0,0,,,,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5,-0.001,-0.25
102,QUOTE_ASK,1,36.06,36.12,36.06,36.11,36.08,36.1,0,1,,,,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
103,QUOTE_BID,0,36.06,36.11,36.07,36.11,36.07,36.09,1,0,,,,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
104,QUOTE_ASK,1,36.07,36.11,36.07,36.11,36.08,36.1,0,1,36.08,ASK,200.0,0,0,0,100005.0,5.0,100005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
105,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,0,0,36.08,ASK,500.0,100,0,100,96397.0,4.0,100004.0,-1.0,-0.005,5.0,0.2,0.0,0.0,0.0,0.0,0,0.023,4.795
106,QUOTE_ASK,1,36.07,36.11,36.07,36.11,36.08,36.1,0,1,36.07,ASK,700.0,0,0,100,96397.0,4.0,100004.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
107,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.09,BID,1100.0,0,0,100,96397.0,4.0,100004.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,-0.2
108,QUOTE_BOTH,2,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.1,BID,600.0,0,100,0,100007.0,7.0,100007.0,3.0,0.012000000000000002,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.016
109,NO_QUOTE,3,36.07,36.11,36.07,36.11,36.08,36.1,0,0,36.1,BID,1200.0,0,0,0,100007.0,7.0,100007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
110,QUOTE_BOTH,2,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.1,BID,1700.0,0,100,-100,103617.0,6.0,100006.0,-1.0,-0.005,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.794
111,NO_QUOTE,3,36.07,36.11,36.07,36.11,36.08,36.1,0,0,36.1,BID,1000.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
112,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.11,BID,400.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
113,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.11,BID,900.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
114,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.1,2,100.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
115,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.11,BID,1400.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
116,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.11,BID,1300.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
117,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.11,BID,1000.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
118,QUOTE_BID,0,36.07,36.11,36.07,36.11,36.08,36.1,1,0,36.11,BID,800.0,0,0,-100,103617.0,6.0,100006.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
