step,action,action_id,bid_t,ask_t,bid_t1,ask_t1,model_bid,model_ask,n_working_bids,n_working_asks,trade_px_t1,trade_aggr_t1,trade_size_t1,trade_filled_buy_qty,trade_filled_sell_qty,inventory,cash,pnl,mtm_t1,delta_mtm,damp_mtm,realized_this_step,inv_penalty,inv_reduction_reward,near_miss_bonus,no_quote_inventory_penalty,no_quote_streak_penalty,no_quote_streak,normalized_reward,reward
11,QUOTE_BID,0,37.43,37.45,37.44,37.45,37.43,37.45,1,0,,,,0,0,-100,103744.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
12,QUOTE_BID,0,37.44,37.45,37.44,37.45,37.43,37.45,1,0,37.45,BID,1000.0,0,0,-100,103744.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
13,QUOTE_BID,0,37.44,37.45,37.44,37.45,37.43,37.45,1,0,37.45,BID,100.0,0,0,-100,103744.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
14,QUOTE_BID,0,37.44,37.45,37.44,37.45,37.43,37.45,1,0,37.45,BID,2000.0,0,0,-100,103744.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
15,NO_QUOTE,3,37.44,37.45,37.44,37.46,37.43,37.45,0,0,,,,0,0,-100,103744.0,-2.0,99998.0,-1.0,-0.005,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.26
16,QUOTE_BID,0,37.44,37.46,37.44,37.46,37.44,37.46,0,0,37.44,ASK,100.0,100,0,0,100000.0,0.0,100000.0,2.0,0.008,5.0,0.0,0.005,0.0,0.0,0.0,0,0.024,5.013
17,QUOTE_BID,0,37.44,37.46,37.45,37.46,37.44,37.46,1,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
18,QUOTE_BOTH,2,37.45,37.46,37.45,37.46,37.44,37.46,1,0,37.46,BID,100.0,0,100,-100,103746.0,0.0,100000.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
19,NO_QUOTE,3,37.45,37.46,37.45,37.46,37.44,37.46,0,0,37.46,BID,200.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
20,QUOTE_BID,0,37.45,37.46,37.45,37.46,37.44,37.46,1,0,37.46,BID,1300.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
21,NO_QUOTE,3,37.45,37.46,37.45,37.46,37.44,37.46,0,0,37.46,BID,700.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
22,QUOTE_BID,0,37.45,37.46,37.45,37.46,37.44,37.46,1,0,37.46,BID,900.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
23,QUOTE_BID,0,37.45,37.46,37.45,37.46,37.44,37.46,1,0,37.46,BID,500.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
24,QUOTE_BID,0,37.45,37.46,37.45,37.46,37.44,37.46,1,0,37.47,BID,900.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
25,QUOTE_BID,0,37.45,37.46,37.45,37.46,37.44,37.46,1,0,37.47,BID,100.0,0,0,-100,103746.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
