step,action,action_id,bid_t,ask_t,bid_t1,ask_t1,model_bid,model_ask,n_working_bids,n_working_asks,trade_px_t1,trade_aggr_t1,trade_size_t1,trade_filled_buy_qty,trade_filled_sell_qty,inventory,cash,pnl,mtm_t1,delta_mtm,damp_mtm,realized_this_step,inv_penalty,inv_reduction_reward,near_miss_bonus,no_quote_inventory_penalty,no_quote_streak_penalty,no_quote_streak,normalized_reward,reward
1,QUOTE_BID,0,35.61,35.61,35.61,35.62,35.6,35.62,1,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2,QUOTE_BID,0,35.61,35.62,35.61,35.62,35.6,35.62,1,0,35.62,BID,100.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
3,QUOTE_BOTH,2,35.61,35.62,35.61,35.65,35.6,35.62,1,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4,QUOTE_BOTH,2,35.61,35.65,35.62,35.65,35.61,35.63,1,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,0.0,0.01
5,QUOTE_ASK,1,35.62,35.65,35.62,35.63,35.62,35.64,0,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
6,NO_QUOTE,3,35.62,35.63,35.62,35.63,35.61,35.63,0,0,35.62,ASK,500.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
7,NO_QUOTE,3,35.62,35.63,35.62,35.63,35.61,35.63,0,0,35.61,ASK,3800.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
8,NO_QUOTE,3,35.62,35.63,35.61,35.63,35.61,35.63,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3,0.0,-0.15
9,QUOTE_BID,0,35.61,35.63,35.61,35.64,35.61,35.63,1,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
10,QUOTE_ASK,1,35.61,35.64,35.62,35.64,35.61,35.63,0,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
11,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.62,ASK,700.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,0,0,35.61,ASK,3600.0,100,0,100,96439.0,1.0,100001.0,1.0,0.004,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.803
13,NO_QUOTE,3,35.62,35.64,35.62,35.64,35.61,35.63,0,0,35.61,ASK,1400.0,0,0,100,96439.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
14,QUOTE_ASK,1,35.62,35.64,35.62,35.64,35.61,35.63,0,1,35.62,BID,500.0,0,0,100,96439.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
15,QUOTE_ASK,1,35.62,35.64,35.62,35.64,35.61,35.63,0,0,35.63,BID,200.0,0,100,0,100002.0,2.0,100002.0,1.0,0.004,5.0,0.0,0.005,0.0,0.0,0.0,0,0.024,5.009
16,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.63,BID,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
17,QUOTE_BOTH,2,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.63,BID,1000.0,0,100,-100,103565.0,1.0,100001.0,-1.0,-0.005,5.0,0.2,0.0,0.0,0.0,0.0,0,0.023,4.795
18,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.63,BID,400.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
19,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.64,BID,500.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
20,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.64,BID,700.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
21,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.64,BID,300.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
22,NO_QUOTE,3,35.62,35.64,35.62,35.64,35.61,35.63,0,0,35.65,BID,100.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
23,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.66,BID,400.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
24,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.67,BID,1000.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
25,NO_QUOTE,3,35.62,35.64,35.62,35.64,35.61,35.63,0,0,35.67,BID,5000.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
26,QUOTE_BID,0,35.62,35.64,35.62,35.64,35.61,35.63,1,0,35.68,BID,100.0,0,0,-100,103565.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
