step,action,action_id,bid_t,ask_t,bid_t1,ask_t1,model_bid,model_ask,n_working_bids,n_working_asks,trade_px_t1,trade_aggr_t1,trade_size_t1,trade_filled_buy_qty,trade_filled_sell_qty,inventory,cash,pnl,mtm_t1,delta_mtm,damp_mtm,realized_this_step,inv_penalty,inv_reduction_reward,near_miss_bonus,no_quote_inventory_penalty,no_quote_streak_penalty,no_quote_streak,normalized_reward,reward
1,QUOTE_ASK,1,37.35,37.35,37.35,37.37,37.34,37.36,0,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2,NO_QUOTE,3,37.35,37.37,37.35,37.36,37.35,37.37,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
3,QUOTE_BID,0,37.35,37.36,37.35,37.36,37.34,37.36,1,0,37.36,BID,600.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
4,NO_QUOTE,3,37.35,37.36,37.36,37.37,37.34,37.36,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
5,QUOTE_BID,0,37.36,37.37,37.36,37.37,37.35,37.37,1,0,37.37,BID,200.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
6,QUOTE_BID,0,37.36,37.37,37.36,37.37,37.35,37.37,1,0,37.37,BID,2300.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
7,QUOTE_ASK,1,37.36,37.37,37.36,37.37,37.35,37.37,0,0,37.37,BID,100.0,0,100,-100,103737.0,0.0,100000.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
8,QUOTE_BID,0,37.36,37.37,37.36,37.37,37.35,37.37,1,0,37.37,BID,400.0,0,0,-100,103737.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
9,QUOTE_BID,0,37.36,37.37,37.36,37.37,37.35,37.37,1,0,37.37,BID,1700.0,0,0,-100,103737.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
10,QUOTE_BID,0,37.36,37.37,37.36,37.39,37.35,37.37,1,0,,,,0,0,-100,103737.0,-2.0,99998.0,-2.0,-0.01,0.0,0.2,0.005,0.0,0.0,0.0,0,-0.001,-0.205
11,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,0,0,37.36,ASK,7300.0,100,0,0,100001.0,1.0,100001.0,3.0,0.012000000000000002,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.016
12,QUOTE_ASK,1,37.36,37.39,37.36,37.39,37.36,37.38,0,1,37.36,ASK,400.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,1,0,37.35,ASK,3500.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
14,QUOTE_BOTH,2,37.36,37.39,37.36,37.39,37.36,37.38,1,1,37.35,ASK,300.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
15,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,1,0,37.35,ASK,500.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
16,NO_QUOTE,3,37.36,37.39,37.36,37.39,37.36,37.38,0,0,37.34,ASK,600.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
17,QUOTE_BOTH,2,37.36,37.39,37.36,37.39,37.36,37.38,1,1,37.32,ASK,5000.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
18,QUOTE_BOTH,2,37.36,37.39,37.36,37.39,37.36,37.38,1,1,37.31,ASK,100.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
19,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,1,0,37.31,ASK,5000.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
20,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,1,0,37.3,ASK,100.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
21,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,1,0,37.3,ASK,5000.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
22,QUOTE_BOTH,2,37.36,37.39,37.36,37.39,37.36,37.38,1,1,37.3,ASK,700.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
23,QUOTE_BID,0,37.36,37.39,37.36,37.39,37.36,37.38,1,0,37.29,ASK,200.0,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
24,QUOTE_BID,0,37.36,37.39,37.28,37.39,37.36,37.38,1,0,,,,0,0,0,100001.0,1.0,100001.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,0.0,0.01
25,QUOTE_BOTH,2,37.28,37.39,37.37,37.39,37.32,37.34,1,0,,,,0,0,-100,103735.0,-4.0,99996.0,-5.0,-0.025,-5.999,0.2,0.0,0.0,0.0,0.0,0,-0.03,-6.224
26,QUOTE_BID,0,37.37,37.39,37.37,37.38,37.36,37.38,1,0,,,,0,0,-100,103735.0,-3.0,99997.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
27,QUOTE_BID,0,37.37,37.38,37.36,37.38,37.36,37.38,1,0,,,,0,0,-100,103735.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
28,QUOTE_BID,0,37.36,37.38,37.33,37.38,37.36,37.38,1,0,,,,0,0,-100,103735.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.01,0.0,0.0,0,0.0,-0.185
29,QUOTE_BID,0,37.33,37.38,37.33,37.37,37.34,37.36,1,0,,,,0,0,-100,103735.0,-2.0,99998.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
30,NO_QUOTE,3,37.33,37.37,37.33,37.36,37.33,37.35,0,0,,,,0,0,-100,103735.0,-1.0,99999.0,1.0,0.004,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.251
31,QUOTE_BID,0,37.33,37.36,37.33,37.35,37.33,37.35,1,0,,,,0,0,-100,103735.0,0.0,100000.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
32,QUOTE_BID,0,37.33,37.35,37.33,37.34,37.33,37.35,1,0,,,,0,0,-100,103735.0,1.0,100001.0,1.0,0.004,0.0,0.2,0.005,0.01,0.0,0.0,0,0.0,-0.181
33,NO_QUOTE,3,37.33,37.34,37.29,37.34,37.32,37.34,0,0,,,,0,0,-100,103735.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
34,QUOTE_BID,0,37.29,37.34,37.3,37.34,37.3,37.32,1,0,,,,0,0,-100,103735.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
35,QUOTE_BID,0,37.3,37.34,37.3,37.34,37.31,37.33,1,0,37.34,BID,300.0,0,0,-100,103735.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
36,QUOTE_BID,0,37.3,37.34,37.3,37.35,37.31,37.33,1,0,,,,0,0,-100,103735.0,0.0,100000.0,-1.0,-0.005,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.2
37,QUOTE_BID,0,37.3,37.35,37.31,37.35,37.31,37.33,1,0,,,,0,0,-100,103735.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
38,QUOTE_BID,0,37.31,37.35,37.32,37.35,37.32,37.34,1,0,,,,0,0,-100,103735.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
39,QUOTE_BID,0,37.32,37.35,37.32,37.34,37.32,37.34,1,0,,,,0,0,-100,103735.0,1.0,100001.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
40,QUOTE_BID,0,37.32,37.34,37.32,37.34,37.32,37.34,1,0,37.34,BID,100.0,0,0,-100,103735.0,1.0,100001.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
41,QUOTE_BID,0,37.32,37.34,37.32,37.36,37.32,37.34,1,0,,,,0,0,-100,103735.0,-1.0,99999.0,-2.0,-0.01,0.0,0.2,0.005,0.0,0.0,0.0,0,-0.001,-0.205
42,QUOTE_BID,0,37.32,37.36,37.35,37.38,37.33,37.35,1,0,,,,0,0,-100,103735.0,-3.0,99997.0,-2.0,-0.01,0.0,0.2,0.005,0.0,0.0,0.0,0,-0.001,-0.205
43,NO_QUOTE,3,37.35,37.38,37.35,37.38,37.35,37.37,0,0,37.36,ASK,600.0,0,0,-100,103735.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
44,QUOTE_BID,0,37.35,37.38,37.35,37.38,37.35,37.37,0,0,37.35,ASK,700.0,100,0,0,100000.0,0.0,100000.0,3.0,0.012000000000000002,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.016
45,NO_QUOTE,3,37.35,37.38,37.35,37.38,37.35,37.37,0,0,37.35,ASK,100.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
46,NO_QUOTE,3,37.35,37.38,37.35,37.38,37.35,37.37,0,0,37.35,ASK,200.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
47,QUOTE_BOTH,2,37.35,37.38,37.34,37.37,37.35,37.37,1,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
48,QUOTE_BID,0,37.34,37.37,37.34,37.37,37.34,37.36,1,0,37.33,ASK,300.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
49,NO_QUOTE,3,37.34,37.37,37.34,37.36,37.34,37.36,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
50,QUOTE_BOTH,2,37.34,37.36,37.34,37.36,37.34,37.36,1,1,37.33,ASK,200.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
51,QUOTE_BID,0,37.34,37.36,37.34,37.36,37.34,37.36,1,0,37.32,ASK,600.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
52,QUOTE_BOTH,2,37.34,37.36,37.34,37.36,37.34,37.36,1,1,37.32,ASK,400.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
53,NO_QUOTE,3,37.34,37.36,37.34,37.36,37.34,37.36,0,0,37.32,ASK,500.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
