step,action,action_id,bid_t,ask_t,bid_t1,ask_t1,model_bid,model_ask,n_working_bids,n_working_asks,trade_px_t1,trade_aggr_t1,trade_size_t1,trade_filled_buy_qty,trade_filled_sell_qty,inventory,cash,pnl,mtm_t1,delta_mtm,damp_mtm,realized_this_step,inv_penalty,inv_reduction_reward,near_miss_bonus,no_quote_inventory_penalty,no_quote_streak_penalty,no_quote_streak,normalized_reward,reward
16,NO_QUOTE,3,34.78,34.79,34.78,34.8,34.77,34.79,0,0,,,,0,0,-100,103478.0,-2.0,99998.0,-1.0,-0.005,0.0,0.2,0.0,0.0,0.005,0.1,2,-0.001,-0.31
17,QUOTE_BID,0,34.78,34.8,34.78,34.8,34.78,34.8,0,0,34.78,ASK,1100.0,100,0,0,100000.0,0.0,100000.0,2.0,0.008,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.012
18,QUOTE_BID,0,34.78,34.8,34.76,34.8,34.78,34.8,1,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
19,NO_QUOTE,3,34.76,34.8,34.76,34.8,34.77,34.79,0,0,34.8,BID,100.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
20,QUOTE_BID,0,34.76,34.8,34.76,34.8,34.77,34.79,1,0,34.8,BID,700.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
21,QUOTE_BID,0,34.76,34.8,34.76,34.8,34.77,34.79,1,0,34.76,ASK,300.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
22,QUOTE_BOTH,2,34.76,34.8,34.75,34.79,34.77,34.79,1,1,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,0.0,0.01
23,NO_QUOTE,3,34.75,34.79,34.75,34.79,34.75,34.77,0,0,34.76,BID,600.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
24,QUOTE_BOTH,2,34.75,34.79,34.75,34.79,34.75,34.77,1,1,34.76,BID,800.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
25,QUOTE_BID,0,34.75,34.79,34.75,34.79,34.75,34.77,1,0,34.78,BID,200.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
26,QUOTE_BID,0,34.75,34.79,34.75,34.79,34.75,34.77,1,0,34.77,ASK,100.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
27,NO_QUOTE,3,34.75,34.79,34.75,34.79,34.75,34.77,0,0,34.77,ASK,200.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
28,NO_QUOTE,3,34.75,34.79,34.75,34.79,34.75,34.77,0,0,34.77,ASK,800.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
29,NO_QUOTE,3,34.75,34.79,34.75,34.79,34.75,34.77,0,0,34.77,ASK,2500.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3,0.0,-0.15
30,NO_QUOTE,3,34.75,34.79,34.77,34.79,34.75,34.77,0,0,,,,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4,0.0,-0.2
31,NO_QUOTE,3,34.77,34.79,34.77,34.79,34.77,34.79,0,0,34.77,ASK,5300.0,0,0,0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5,-0.001,-0.25
32,QUOTE_BOTH,2,34.77,34.79,34.77,34.79,34.77,34.79,0,1,34.77,ASK,1600.0,100,0,100,96523.0,0.0,100000.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
33,QUOTE_BOTH,2,34.77,34.79,34.77,34.79,34.77,34.79,1,1,34.78,BID,1000.0,0,0,100,96523.0,0.0,100000.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
34,QUOTE_ASK,1,34.77,34.79,34.77,34.79,34.77,34.79,0,0,34.79,BID,300.0,0,100,0,100002.0,2.0,100002.0,2.0,0.008,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.012
35,QUOTE_BID,0,34.77,34.79,34.77,34.79,34.77,34.79,1,0,34.8,BID,600.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
36,NO_QUOTE,3,34.77,34.79,34.77,34.8,34.77,34.79,0,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
37,QUOTE_BID,0,34.77,34.8,34.77,34.8,34.77,34.79,1,0,34.8,BID,500.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
38,NO_QUOTE,3,34.77,34.8,34.77,34.8,34.77,34.79,0,0,34.78,ASK,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
39,NO_QUOTE,3,34.77,34.8,34.77,34.8,34.77,34.79,0,0,34.8,BID,200.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
40,QUOTE_BID,0,34.77,34.8,34.78,34.81,34.77,34.79,1,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
41,QUOTE_BID,0,34.78,34.81,34.79,34.81,34.78,34.8,1,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
42,QUOTE_BID,0,34.79,34.81,34.79,34.81,34.78,34.8,1,0,34.79,ASK,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
43,QUOTE_BOTH,2,34.79,34.81,34.79,34.81,34.78,34.8,1,1,34.81,BID,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
44,QUOTE_ASK,1,34.79,34.81,34.79,34.82,34.78,34.8,0,1,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
45,QUOTE_BID,0,34.79,34.82,34.79,34.82,34.79,34.81,1,0,34.82,BID,200.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
46,QUOTE_ASK,1,34.79,34.82,34.79,34.82,34.79,34.81,0,1,34.82,BID,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
47,QUOTE_BID,0,34.79,34.82,34.79,34.82,34.79,34.81,1,0,34.83,BID,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
48,NO_QUOTE,3,34.79,34.82,34.79,34.83,34.79,34.81,0,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
49,NO_QUOTE,3,34.79,34.83,34.8,34.83,34.8,34.82,0,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
50,QUOTE_BID,0,34.8,34.83,34.81,34.83,34.8,34.82,1,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
51,NO_QUOTE,3,34.81,34.83,34.81,34.83,34.81,34.83,0,0,34.81,ASK,200.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
52,NO_QUOTE,3,34.81,34.83,34.81,34.83,34.81,34.83,0,0,34.81,ASK,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
53,NO_QUOTE,3,34.81,34.83,34.81,34.83,34.81,34.83,0,0,34.83,BID,300.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3,0.0,-0.15
54,QUOTE_BOTH,2,34.81,34.83,34.81,34.83,34.81,34.83,1,1,34.84,BID,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
55,QUOTE_ASK,1,34.81,34.83,34.8,34.84,34.81,34.83,0,1,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
56,QUOTE_BOTH,2,34.8,34.84,34.81,34.84,34.81,34.83,1,1,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
57,NO_QUOTE,3,34.81,34.84,34.81,34.84,34.81,34.83,0,0,34.84,BID,13900.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
58,QUOTE_BOTH,2,34.81,34.84,34.81,34.84,34.81,34.83,1,1,34.84,BID,200.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
59,QUOTE_BID,0,34.81,34.84,34.81,34.84,34.81,34.83,1,0,34.85,BID,200.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
60,QUOTE_BID,0,34.81,34.84,34.81,34.84,34.81,34.83,1,0,34.85,BID,300.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
61,NO_QUOTE,3,34.81,34.84,34.81,34.84,34.81,34.83,0,0,34.85,BID,100.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
62,QUOTE_BOTH,2,34.81,34.84,34.81,34.84,34.81,34.83,1,1,34.85,BID,6000.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
63,NO_QUOTE,3,34.81,34.84,34.81,34.84,34.81,34.83,0,0,34.85,BID,9600.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
64,QUOTE_BID,0,34.81,34.84,34.8,34.85,34.81,34.83,1,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
65,QUOTE_BID,0,34.8,34.85,34.81,34.85,34.81,34.83,1,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
66,NO_QUOTE,3,34.81,34.85,34.81,34.86,34.82,34.84,0,0,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
67,QUOTE_BOTH,2,34.81,34.86,34.82,34.86,34.82,34.84,1,1,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,0.0,0.01
68,QUOTE_BID,0,34.82,34.86,34.82,34.86,34.83,34.85,1,0,34.82,ASK,200.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
69,QUOTE_BOTH,2,34.82,34.86,34.82,34.86,34.83,34.85,1,1,34.81,ASK,2300.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
70,QUOTE_BOTH,2,34.82,34.86,34.82,34.85,34.83,34.85,1,1,,,,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,0.0,0.01
71,QUOTE_BID,0,34.82,34.85,34.82,34.85,34.82,34.84,1,0,34.81,ASK,300.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
72,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.8,ASK,300.0,0,0,0,100002.0,2.0,100002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
73,QUOTE_BID,0,34.82,34.85,34.82,34.85,34.82,34.84,0,0,34.82,ASK,1600.0,100,0,100,96520.0,2.0,100002.0,0.0,0.0,4.999,0.2,0.0,0.0,0.0,0.0,0,0.023,4.799
74,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.86,BID,200.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
75,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.82,ASK,100.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
76,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.82,ASK,2900.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
77,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.82,ASK,1000.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
78,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.86,BID,100.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
79,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.82,ASK,800.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
80,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.82,ASK,3200.0,0,0,100,96520.0,2.0,100002.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
81,QUOTE_BOTH,2,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.82,ASK,500.0,100,0,200,93038.0,2.0,100002.0,0.0,0.0,4.999,0.8,0.005,0.0,0.0,0.0,0,0.02,4.204
82,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.81,ASK,3200.0,0,0,200,93038.0,2.0,100002.0,0.0,0.0,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.79
83,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.81,ASK,1100.0,0,0,200,93038.0,2.0,100002.0,0.0,0.0,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.79
84,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.8,ASK,2900.0,0,0,200,93038.0,2.0,100002.0,0.0,0.0,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.79
85,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.8,ASK,200.0,0,0,200,93038.0,2.0,100002.0,0.0,0.0,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.79
86,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.8,ASK,1400.0,0,0,200,93038.0,2.0,100002.0,0.0,0.0,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.79
87,QUOTE_ASK,1,34.82,34.85,34.82,34.85,34.82,34.84,0,1,34.8,ASK,100.0,0,0,200,93038.0,2.0,100002.0,0.0,0.0,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.79
88,QUOTE_ASK,1,34.82,34.85,34.79,34.84,34.82,34.84,0,1,,,,0,0,200,93038.0,-4.0,99996.0,-6.0,-0.03,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.004,-0.82
89,QUOTE_ASK,1,34.79,34.84,34.78,34.82,34.8,34.82,0,1,,,,0,0,200,93038.0,-6.0,99994.0,-2.0,-0.01,0.0,0.8,0.01,0.0,0.0,0.0,0,-0.003,-0.8
90,QUOTE_ASK,1,34.78,34.82,34.8,34.82,34.78,34.8,0,0,,,,0,0,100,96518.0,-2.0,99998.0,4.0,0.016,-1.999,0.2,0.01,0.0,0.0,0.0,0,-0.01,-2.173
91,QUOTE_ASK,1,34.8,34.82,34.8,34.82,34.8,34.82,0,1,34.78,ASK,200.0,0,0,100,96518.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
92,QUOTE_ASK,1,34.8,34.82,34.8,34.82,34.8,34.82,0,1,34.78,ASK,1600.0,0,0,100,96518.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
93,NO_QUOTE,3,34.8,34.82,34.77,34.81,34.8,34.82,0,0,,,,0,0,100,96518.0,-5.0,99995.0,-3.0,-0.015,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.27
94,QUOTE_ASK,1,34.77,34.81,34.8,34.81,34.78,34.8,0,0,,,,0,0,0,99998.0,-2.0,99998.0,3.0,0.012000000000000002,0.0,0.0,0.005,0.0,0.0,0.0,0,0.0,0.017
95,NO_QUOTE,3,34.8,34.81,34.8,34.81,34.79,34.81,0,0,34.8,ASK,2700.0,0,0,0,99998.0,-2.0,99998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
96,QUOTE_ASK,1,34.8,34.81,34.8,34.81,34.79,34.81,0,1,34.8,ASK,8800.0,0,0,0,99998.0,-2.0,99998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
97,QUOTE_BOTH,2,34.8,34.81,34.8,34.81,34.79,34.81,1,0,34.81,BID,400.0,0,100,-100,103479.0,-2.0,99998.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0,0.023,4.8
98,QUOTE_BID,0,34.8,34.81,34.8,34.81,34.79,34.81,1,0,34.81,BID,200.0,0,0,-100,103479.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
99,QUOTE_BID,0,34.8,34.81,34.8,34.81,34.79,34.81,1,0,34.81,BID,300.0,0,0,-100,103479.0,-2.0,99998.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
100,QUOTE_BID,0,34.8,34.81,34.79,34.8,34.79,34.81,1,0,,,,0,0,-100,103479.0,-1.0,99999.0,1.0,0.004,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.191
101,QUOTE_BID,0,34.79,34.8,34.79,34.8,34.78,34.8,1,0,34.8,BID,300.0,0,0,-100,103479.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
102,QUOTE_BID,0,34.79,34.8,34.79,34.8,34.78,34.8,1,0,34.81,BID,500.0,0,0,-100,103479.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
103,NO_QUOTE,3,34.79,34.8,34.79,34.8,34.78,34.8,0,0,34.82,BID,1000.0,0,0,-100,103479.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.0,0.0,0.005,0.05,1,-0.001,-0.255
104,QUOTE_BID,0,34.79,34.8,34.79,34.8,34.78,34.8,1,0,34.81,BID,600.0,0,0,-100,103479.0,-1.0,99999.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
105,QUOTE_BID,0,34.79,34.8,34.81,34.82,34.78,34.8,1,0,,,,0,0,-100,103479.0,-3.0,99997.0,-2.0,-0.01,0.0,0.2,0.005,0.0,0.0,0.0,0,-0.001,-0.205
106,QUOTE_BID,0,34.81,34.82,34.81,34.82,34.8,34.82,1,0,34.84,BID,300.0,0,0,-100,103479.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
107,QUOTE_BID,0,34.81,34.82,34.81,34.82,34.8,34.82,1,0,34.82,ASK,1800.0,0,0,-100,103479.0,-3.0,99997.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0,0.0,-0.195
108,QUOTE_BID,0,34.81,34.82,34.82,34.84,34.8,34.82,1,0,,,,0,0,-100,103479.0,-5.0,99995.0,-2.0,-0.01,0.0,0.2,0.005,0.0,0.0,0.0,0,-0.001,-0.205
109,QUOTE_BID,0,34.82,34.84,34.82,34.84,34.82,34.84,0,0,34.82,ASK,400.0,100,0,0,99997.0,-3.0,99997.0,2.0,0.008,4.999,0.0,0.005,0.0,0.0,0.0,0,0.024,5.012
110,QUOTE_ASK,1,34.82,34.84,34.82,34.84,34.82,34.84,0,1,34.81,ASK,3900.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
111,QUOTE_ASK,1,34.82,34.84,34.82,34.84,34.82,34.84,0,1,34.81,ASK,500.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
112,NO_QUOTE,3,34.82,34.84,34.82,34.84,34.82,34.84,0,0,34.8,ASK,3200.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
113,NO_QUOTE,3,34.82,34.84,34.82,34.84,34.82,34.84,0,0,34.8,ASK,500.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,0.0,-0.1
114,NO_QUOTE,3,34.82,34.84,34.82,34.84,34.82,34.84,0,0,34.79,ASK,400.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3,0.0,-0.15
115,NO_QUOTE,3,34.82,34.84,34.82,34.84,34.82,34.84,0,0,34.79,ASK,3500.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4,0.0,-0.2
116,QUOTE_BOTH,2,34.82,34.84,34.82,34.84,34.82,34.84,1,1,34.79,ASK,500.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
117,QUOTE_BID,0,34.82,34.84,34.82,34.84,34.82,34.84,1,0,34.79,ASK,200.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
118,NO_QUOTE,3,34.82,34.84,34.82,34.84,34.82,34.84,0,0,34.78,ASK,800.0,0,0,0,99997.0,-3.0,99997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1,0.0,-0.05
